employeeID,clientCompany,clientIndustry,startDate,endDate,jobTitle,payrate,markup,billrate,hours
1726,"Nader, Berge and Kohler",Property-Casualty Insurers,9/29/2020,12/10/2020,Staff Scientist,9.87,29,12.73,437.0340924
1644,Feil-Barrows,Industrial Machinery/Components,9/3/2020,11/14/2020,Associate Professor,23.42,37,32.09,437.5678766
1323,Fay Group,Major Banks,5/1/2020,7/13/2020,Marketing Manager,26.97,44,38.84,438.7934305
1488,"Bechtelar, Dickens and Rempel",Computer Software: Prepackaged Software,7/4/2020,9/15/2020,Sales Associate,13.12,42,18.63,439.685323
1556,Runolfsdottir-Kihn,Electric Utilities: Central,7/29/2020,10/10/2020,Recruiting Manager,15.85,30,20.61,439.6913401
1593,Zemlak-Corwin,Major Pharmaceuticals,8/14/2020,10/26/2020,Structural Analysis Engineer,25.19,25,31.49,439.9659458
1739,"O'Hara, Herzog and Hauck",Major Pharmaceuticals,10/2/2020,12/14/2020,GIS Technical Architect,15.19,45,22.03,441.3144242
1791,"Schultz, Hudson and Keebler",Industrial Machinery/Components,10/22/2020,1/3/2021,Recruiter,16.99,41,23.96,442.1635315
1239,Kohler Group,Precious Metals,4/4/2020,6/16/2020,Editor,14.2,33,18.89,442.4482826
1290,Balistreri and Sons,Industrial Machinery/Components,4/19/2020,7/2/2020,Design Engineer,29.36,36,39.93,445.0440775
1051,Lakin-Lemke,Real Estate Investment Trusts,1/17/2020,3/31/2020,Financial Analyst,25.45,27,32.32,445.6000151
1957,"Crona, Waelchi and Abbott",Telecommunications Equipment,12/18/2020,3/2/2021,Compensation Analyst,8.06,29,10.40,445.687649
1401,"Bode, Klocko and Johns",Auto Manufacturing,5/31/2020,8/13/2020,Software Consultant,22.66,44,32.63,447.7324159
1562,Powlowski Inc,Other Consumer Services,8/3/2020,10/16/2020,Design Engineer,17.42,35,23.52,448.0057319
1651,Senger-Turner,Semiconductors,9/5/2020,11/18/2020,Accountant IV,11.74,39,16.32,449.3857834
1649,"O'Reilly, Durgan and Quitzon",Clothing/Shoe/Accessory Stores,9/4/2020,11/17/2020,Senior Quality Engineer,20.59,22,25.12,449.686072
1280,Block-Boehm,Telecommunications Equipment,4/17/2020,6/30/2020,Account Executive,11.91,35,16.08,449.6934567
1183,"Botsford, Roberts and Conn",Railroads,3/11/2020,5/24/2020,Structural Engineer,13.53,35,18.27,449.9133787
1034,Wolf-Mann,Biotechnology: Commercial Physical & Biological Resarch,1/12/2020,3/26/2020,Web Developer IV,12.5,20,15.00,449.9176794
1887,Ritchie-Botsford,n/a,11/26/2020,2/9/2021,Senior Editor,12.09,42,17.17,450.3369905
1093,Terry Inc,Power Generation,2/3/2020,4/18/2020,Senior Sales Associate,22.25,27,28.26,451.0140322
1208,Powlowski Group,Real Estate Investment Trusts,3/21/2020,6/4/2020,Physical Therapy Assistant,10.19,32,13.45,451.7963879
1999,"Fay, Rosenbaum and Johns",Diversified Commercial Services,12/30/2020,3/15/2021,Sales Associate,17.88,44,25.75,452.86663
1720,Morar-Schulist,Property-Casualty Insurers,9/27/2020,12/11/2020,Paralegal,8.81,39,12.25,452.8869481
1165,Koepp Group,n/a,3/6/2020,5/20/2020,Engineer I,11,42,15.62,453.5279553
1336,"Gaylord, Medhurst and Waelchi",Multi-Sector Companies,5/5/2020,7/19/2020,Automation Specialist I,28.86,25,36.08,454.6833552
1648,"Funk, O'Conner and Rogahn",Computer Software: Prepackaged Software,9/3/2020,11/17/2020,Environmental Specialist,24.43,25,30.54,454.942829
1737,"Stokes, Hirthe and King",Semiconductors,10/2/2020,12/16/2020,Sales Associate,14.54,43,20.79,455.835867
1142,Schmitt-Goldner,Major Banks,2/24/2020,5/10/2020,Recruiter,8.27,27,10.50,457.0234893
1272,"Marquardt, McCullough and Greenfelder",n/a,4/14/2020,6/29/2020,Design Engineer,19.37,37,26.54,458.0091199
1011,Douglas-Hintz,Other Consumer Services,1/4/2020,3/20/2020,Software Test Engineer II,16.78,22,20.47,461.5822912
1933,Hahn-Kerluke,Power Generation,12/10/2020,2/25/2021,Business Systems Development Analyst,13.58,25,16.98,465.2724515
1944,Satterfield-Conn,Major Banks,12/15/2020,3/2/2021,Environmental Tech,17.52,43,25.05,465.4317102
1242,Cummerata-Beer,Steel/Iron Ore,4/5/2020,6/21/2020,Environmental Specialist,23.24,42,33.00,465.5864644
1899,Gislason-Sporer,n/a,11/28/2020,2/13/2021,Financial Analyst,27.06,25,33.83,465.7923517
1459,Metz-Spinka,n/a,6/26/2020,9/11/2020,Mechanical Systems Engineer,23.48,33,31.23,466.2648964
1710,Hessel-D'Amore,Major Pharmaceuticals,9/24/2020,12/10/2020,Analyst Programmer,20.73,20,24.88,466.3731735
1697,"Altenwerth, Kshlerin and Turner",Major Banks,9/20/2020,12/6/2020,General Manager,16.99,26,21.41,466.8517216
1921,"Bednar, Greenholt and Ledner",Precious Metals,12/7/2020,2/22/2021,Product Engineer,7.58,27,9.63,467.1117713
1834,Moore-Gottlieb,n/a,11/8/2020,1/24/2021,Web Designer I,10.81,20,12.97,467.374615
1263,"Runolfsson, Hintz and Russel",Ordnance And Accessories,4/12/2020,6/28/2020,Design Engineer,22.6,44,32.54,467.8068108
1457,Dare Group,Diversified Commercial Services,6/25/2020,9/11/2020,Environmental Specialist,22.72,36,30.90,468.2325629
1967,"Jaskolski, Rau and Steuber",Home Furnishings,12/21/2020,3/9/2021,Librarian,14.76,25,18.45,468.389563
1889,Koss-Marks,n/a,11/26/2020,2/12/2021,Community Outreach Specialist,27.54,21,33.32,469.151203
1363,Hermiston LLC,n/a,5/14/2020,7/31/2020,Financial Analyst,11.82,33,15.72,469.1835427
1526,Gottlieb and Sons,n/a,7/21/2020,10/7/2020,Research Nurse,23.95,35,32.33,470.4517181
1742,Parisian Inc,Business Services,10/2/2020,12/20/2020,Help Desk Technician,21.3,25,26.63,474.0583276
1383,Bednar Inc,Metal Fabrications,5/22/2020,8/9/2020,Compensation Analyst,18.91,33,25.15,474.1895557
1926,"Bradtke, Kunze and Kling",n/a,12/8/2020,2/25/2021,Electrical Engineer,7.56,41,10.66,474.4891245
1491,Ziemann-Brekke,Commercial Banks,7/5/2020,9/22/2020,Analyst Programmer,20.27,33,26.96,476.2698254
1503,Monahan-Effertz,Package Goods/Cosmetics,7/12/2020,9/29/2020,Clinical Specialist,8.11,22,9.89,476.5613272
1654,Von-Schuster,Food Distributors,9/5/2020,11/23/2020,Senior Financial Analyst,28.6,22,34.89,476.6843111
1493,Marvin-Kovacek,Metal Fabrications,7/6/2020,9/23/2020,Assistant Manager,12.62,32,16.66,477.0564865
1895,"Miller, Gusikowski and Bayer",Major Banks,11/27/2020,2/14/2021,Social Worker,27.25,45,39.51,477.3410237
1986,Bayer and Sons,n/a,12/27/2020,3/16/2021,Product Engineer,22.02,43,31.49,477.4884852
1296,Larson-Kerluke,n/a,4/22/2020,7/10/2020,Biostatistician IV,14.81,36,20.14,478.4929626
1650,Steuber Group,n/a,9/4/2020,11/22/2020,Product Engineer,29.28,35,39.53,478.8006851
1058,Konopelski and Sons,Oil & Gas Production,1/20/2020,4/8/2020,Dental Hygienist,8.7,24,10.79,479.5293541
1540,O'Keefe-Oberbrunner,Plastic Products,7/25/2020,10/13/2020,Statistician II,15.93,44,22.94,480.2982401
1522,Russel-Hodkiewicz,Oilfield Services/Equipment,7/20/2020,10/8/2020,Actuary,25.07,34,33.59,480.7697083
1983,Rolfson-Hickle,n/a,12/27/2020,3/17/2021,Nurse,25.43,22,31.02,480.8681571
1169,Botsford-Rempel,n/a,3/6/2020,5/25/2020,GIS Technical Architect,20.25,45,29.36,481.3094947
1326,"Wiegand, Pfannerstill and Treutel",Homebuilding,5/1/2020,7/20/2020,Account Representative I,12.2,25,15.25,481.7055311
1102,Sanford-Balistreri,Semiconductors,2/7/2020,4/27/2020,Database Administrator III,14.46,35,19.52,482.1390884
1946,Wolff LLC,n/a,12/15/2020,3/5/2021,Financial Advisor,11.81,29,15.23,482.533534
1762,Stanton-Yundt,Major Pharmaceuticals,10/13/2020,1/1/2021,Research Associate,16.23,22,19.80,483.4874776
1075,Lemke-Lindgren,Miscellaneous,1/27/2020,4/16/2020,Staff Accountant III,15.91,20,19.09,484.28522
1492,"Boyer, Keeling and Raynor",n/a,7/5/2020,9/24/2020,Recruiting Manager,18.75,22,22.88,487.9213661
1298,Buckridge Group,n/a,4/22/2020,7/12/2020,Marketing Manager,10.24,23,12.60,488.3065509
1947,"Wehner, Connelly and Durgan",Major Banks,12/15/2020,3/6/2021,Media Manager IV,17.1,40,23.94,488.9401032
1952,Waters-Stark,Marine Transportation,12/17/2020,3/8/2021,Geological Engineer,9.84,31,12.89,489.3814557
1536,Monahan Group,Business Services,7/23/2020,10/12/2020,Junior Executive,22.49,45,32.61,490.1687003
1480,Deckow LLC,n/a,7/2/2020,9/21/2020,Pharmacist,23.79,40,33.31,491.1188281
1072,Huels-Koelpin,Rental/Leasing Companies,1/26/2020,4/16/2020,Editor,7.87,36,10.70,491.6292319
1343,"Bartell, Schmitt and Stroman",Commercial Banks,5/8/2020,7/28/2020,Electrical Engineer,8.51,45,12.34,491.8956035
1982,Hermiston LLC,Real Estate,12/26/2020,3/18/2021,Speech Pathologist,19.89,26,25.06,492.0718132
1453,Kling-Reichert,Real Estate Investment Trusts,6/23/2020,9/13/2020,Junior Executive,13.34,30,17.34,492.209403
1295,"Fahey, Flatley and Robel",Military/Government/Technical,4/21/2020,7/12/2020,Nurse Practicioner,9.15,33,12.17,493.1539901
1202,"Stokes, Mitchell and Goldner",Industrial Specialties,3/19/2020,6/9/2020,VP Marketing,24.74,39,34.39,493.1641195
1125,Kautzer-Hegmann,n/a,2/14/2020,5/6/2020,Civil Engineer,10.89,40,15.25,493.8506664
1398,Cummings-Schamberger,Packaged Foods,5/30/2020,8/20/2020,Associate Professor,17.84,35,24.08,494.0052659
1289,"Stroman, Borer and Adams",n/a,4/19/2020,7/10/2020,Internal Auditor,9.27,33,12.33,494.4653497
1186,"Kozey, Braun and Tremblay",Major Chemicals,3/12/2020,6/2/2020,Mechanical Systems Engineer,27.18,37,37.24,494.6593483
1010,MacGyver-Streich,n/a,1/3/2020,3/25/2020,Business Systems Development Analyst,17.54,33,23.33,494.7121764
1560,Berge Inc,Major Pharmaceuticals,7/31/2020,10/21/2020,Occupational Therapist,28.18,31,36.92,497.3236798
1472,Trantow-Gislason,Electrical Products,6/29/2020,9/19/2020,Executive Secretary,8.8,32,11.62,497.9504921
1539,Leffler Inc,Telecommunications Equipment,7/24/2020,10/15/2020,Pharmacist,22.54,33,29.98,498.9693992
1909,Rohan-Steuber,n/a,12/2/2020,2/23/2021,Electrical Engineer,17.47,32,23.06,499.0246184
1837,"Reilly, Blanda and Grimes",n/a,11/9/2020,1/31/2021,Senior Cost Accountant,18.54,43,26.51,499.1368978
1316,"Hauck, West and Wuckert",n/a,4/27/2020,7/19/2020,Software Test Engineer I,11.79,26,14.86,499.6590168
1722,Wisozk LLC,Department/Specialty Retail Stores,9/27/2020,12/19/2020,Occupational Therapist,27.52,25,34.40,499.7589256
1046,Robel-Ferry,Investment Managers,1/16/2020,4/8/2020,Developer III,21.94,28,28.08,500.6406837
1444,"Franecki, Boehm and Spinka",Metal Fabrications,6/19/2020,9/10/2020,Project Manager,9.63,44,13.87,501.1904524
1274,Hodkiewicz-Koepp,Clothing/Shoe/Accessory Stores,4/15/2020,7/7/2020,Junior Executive,24.1,43,34.46,503.1737392
1555,Emard Group,Real Estate,7/29/2020,10/20/2020,Office Assistant III,18.28,32,24.13,503.8448296
1154,"Moen, Marks and Reynolds",Major Pharmaceuticals,2/29/2020,5/23/2020,Geological Engineer,17.47,42,24.81,504.67859
1495,Kunze Group,EDP Services,7/7/2020,9/29/2020,Programmer II,24.36,41,34.35,505.182237
1340,Douglas LLC,Power Generation,5/6/2020,7/29/2020,Pharmacist,27.7,26,34.90,505.2425259
1977,"Kihn, Konopelski and Swift",Hospital/Nursing Management,12/26/2020,3/20/2021,Database Administrator III,22.31,36,30.34,505.4728404
1113,"Orn, Lynch and Kutch",Major Pharmaceuticals,2/11/2020,5/5/2020,Nurse Practicioner,10.13,22,12.36,505.5846169
1282,"Donnelly, Turcotte and Herzog",Medical/Dental Instruments,4/17/2020,7/10/2020,Senior Editor,17.32,20,20.78,505.9128979
1692,Osinski Inc,n/a,9/18/2020,12/11/2020,Human Resources Manager,26.31,29,33.94,505.9812284
1592,Stark-Mann,Other Specialty Stores,8/14/2020,11/6/2020,Structural Engineer,21.66,37,29.67,507.7843674
1724,"Murazik, Keebler and Hintz",Agricultural Chemicals,9/28/2020,12/21/2020,Programmer III,28.52,43,40.78,507.9104528
1563,Predovic and Sons,Major Banks,8/3/2020,10/26/2020,VP Product Management,21.67,24,26.87,508.0920264
1064,Wisozk and Sons,n/a,1/24/2020,4/17/2020,Recruiting Manager,12.96,39,18.01,508.7807588
1711,Hane Group,Beverages (Production/Distribution),9/24/2020,12/17/2020,Information Systems Manager,22.57,29,29.12,509.9398271
1678,Gerlach-Schaefer,Major Pharmaceuticals,9/12/2020,12/6/2020,VP Accounting,29.42,29,37.95,511.0918264
1408,Runolfsson and Sons,Savings Institutions,6/5/2020,8/29/2020,Accountant I,13.73,34,18.40,511.2227262
1004,"Hand, Kilback and Beatty",Trucking Freight/Courier Services,1/2/2020,3/27/2020,VP Quality Control,11.59,32,15.30,511.3009921
1321,"D'Amore, Douglas and Moen",Hospital/Nursing Management,4/30/2020,7/24/2020,Executive Secretary,20.77,33,27.62,511.6941276
1436,Weissnat LLC,Other Consumer Services,6/16/2020,9/9/2020,GIS Technical Architect,21.69,38,29.93,512.1601581
1499,Feil Inc,Major Pharmaceuticals,7/8/2020,10/1/2020,Administrative Officer,20.46,40,28.64,513.5310398
1341,Durgan-Bartell,Marine Transportation,5/7/2020,7/31/2020,Junior Executive,10.36,40,14.50,514.6840882
1470,Wilderman-Crooks,Precious Metals,6/28/2020,9/21/2020,Professor,19.8,40,27.72,515.654177
1688,Beier LLC,Construction/Ag Equipment/Trucks,9/16/2020,12/11/2020,Sales Associate,29.2,27,37.08,517.1546102
1101,Lind-Kovacek,Natural Gas Distribution,2/7/2020,5/3/2020,General Manager,18.56,30,24.13,517.40878
1897,Swift-Johnston,Fluid Controls,11/28/2020,2/22/2021,Account Representative I,11.91,43,17.03,519.055571
1814,Barrows and Sons,Auto Parts:O.E.M.,10/30/2020,1/24/2021,Budget/Accounting Analyst III,17.49,37,23.96,520.1855878
1193,"Shanahan, Dickinson and Farrell",n/a,3/16/2020,6/11/2020,Nurse,17.14,25,21.43,522.0276119
1184,Wunsch-VonRueden,Other Specialty Stores,3/11/2020,6/6/2020,Statistician I,24.53,35,33.12,522.9514423
1695,Cartwright-Nader,n/a,9/19/2020,12/15/2020,Project Manager,10.15,35,13.70,522.9956553
1584,Flatley and Sons,n/a,8/11/2020,11/6/2020,Administrative Assistant III,17.89,34,23.97,523.5290592
1469,Weissnat and Sons,Commercial Banks,6/28/2020,9/23/2020,Information Systems Manager,12.45,24,15.44,524.0142022
1228,Bailey-Cormier,Auto Parts:O.E.M.,3/30/2020,6/25/2020,Electrical Engineer,8.85,30,11.51,526.2088897
1641,Roob LLC,Savings Institutions,9/1/2020,11/27/2020,Payment Adjustment Coordinator,29.48,21,35.67,526.8494435
1561,"Senger, Tremblay and Kreiger",n/a,8/2/2020,10/28/2020,Product Engineer,7.8,26,9.83,527.2355709
1870,Hamill Group,Electric Utilities: Central,11/20/2020,2/15/2021,Physical Therapy Assistant,22.3,22,27.21,527.8336033
1687,Wisoky-Casper,Railroads,9/16/2020,12/13/2020,Staff Scientist,29.67,22,36.20,529.1707521
1432,Schultz Group,Telecommunications Equipment,6/14/2020,9/10/2020,Pharmacist,8.66,26,10.91,529.6994501
1905,Muller-Johnson,n/a,12/1/2020,2/27/2021,Web Designer III,10.72,27,13.61,529.8986924
1939,Shanahan-Goldner,Beverages (Production/Distribution),12/13/2020,3/11/2021,Programmer IV,11.46,25,14.33,530.6966656
1770,Tillman-Kuhn,Natural Gas Distribution,10/15/2020,1/11/2021,Junior Executive,17.94,28,22.96,532.4803007
1413,McLaughlin Inc,Radio And Television Broadcasting And Communications Equipment,6/5/2020,9/1/2020,Help Desk Technician,11.28,24,13.99,532.5963813
1392,Rutherford-Bechtelar,Property-Casualty Insurers,5/25/2020,8/21/2020,Internal Auditor,22.59,41,31.85,533.5732551
1511,Bogan-Hartmann,Major Banks,7/15/2020,10/12/2020,Actuary,12.21,30,15.87,534.0077218
1189,Gutmann and Sons,Packaged Foods,3/15/2020,6/12/2020,GIS Technical Architect,22.81,37,31.25,534.1943387
1217,"Upton, Grant and Hamill",Auto Manufacturing,3/26/2020,6/23/2020,Actuary,19.79,26,24.94,535.5651816
1118,"Paucek, Shanahan and Hessel",Home Furnishings,2/13/2020,5/12/2020,Dental Hygienist,14.87,38,20.52,535.6559697
1396,"Glover, Hickle and Medhurst",Professional Services,5/27/2020,8/24/2020,Executive Secretary,18.23,39,25.34,535.8866477
1744,Strosin-Prohaska,Integrated oil Companies,10/4/2020,1/1/2021,Database Administrator II,27.71,34,37.13,536.407635
1915,"Mueller, Schamberger and Johnston",Packaged Foods,12/5/2020,3/4/2021,Geologist I,12.54,27,15.93,536.433665
1358,Bartell and Sons,Major Pharmaceuticals,5/12/2020,8/9/2020,Senior Financial Analyst,14.22,28,18.20,536.8110031
1402,Schumm Inc,Advertising,5/31/2020,8/28/2020,Assistant Professor,22.35,28,28.61,537.1953443
1908,"Thompson, Jacobson and Nicolas",Semiconductors,12/2/2020,3/1/2021,Editor,23.23,44,33.45,537.5031077
1084,Klocko and Sons,Major Pharmaceuticals,1/31/2020,4/29/2020,Assistant Manager,28.54,24,35.39,538.1093561
1019,Moen Group,Hospital/Nursing Management,1/7/2020,4/5/2020,Staff Accountant II,10.48,37,14.36,539.4919791
1634,Conroy LLC,Real Estate,8/29/2020,11/27/2020,Account Coordinator,25.99,24,32.23,540.2037401
1943,"Okuneva, Harber and Littel",Military/Government/Technical,12/14/2020,3/14/2021,Research Associate,27.73,20,33.28,540.5383716
1025,"Konopelski, Stroman and Kessler",n/a,1/9/2020,4/8/2020,Clinical Specialist,23.8,35,32.13,541.1428614
1746,"Blick, Gusikowski and Torphy",Major Pharmaceuticals,10/7/2020,1/5/2021,Financial Analyst,21.53,32,28.42,541.2780427
1035,Stiedemann-Ryan,Major Pharmaceuticals,1/12/2020,4/11/2020,Design Engineer,9.71,39,13.50,541.3354679
1677,Haag Group,Major Chemicals,9/11/2020,12/10/2020,Software Test Engineer IV,14.39,31,18.85,541.8589691
1309,"Vandervort, Reilly and Bins",Real Estate,4/25/2020,7/24/2020,Physical Therapy Assistant,27.66,40,38.72,542.622858
1062,Koepp-Dooley,Commercial Banks,1/23/2020,4/22/2020,Help Desk Operator,17.16,44,24.71,543.1402846
1515,"Lueilwitz, Abbott and Buckridge",Investment Bankers/Brokers/Service,7/18/2020,10/16/2020,General Manager,18,24,22.32,543.5442086
1743,"Dibbert, Koelpin and Ruecker",n/a,10/3/2020,1/1/2021,Web Designer IV,16.3,45,23.64,544.4087726
1824,"Rolfson, Reynolds and Dickinson",n/a,11/4/2020,2/2/2021,Web Designer II,8.84,30,11.49,544.9972208
1037,Langworth and Sons,n/a,1/13/2020,4/13/2020,Research Associate,24.7,24,30.63,546.7907324
1033,Kshlerin Inc,Biotechnology: Biological Products (No Diagnostic Substances),1/11/2020,4/11/2020,Computer Systems Analyst I,8.42,23,10.36,546.9146025
1030,"Grady, Yundt and Lockman",Power Generation,1/10/2020,4/10/2020,Project Manager,29.29,25,36.61,547.1547218
1973,Collier and Sons,Natural Gas Distribution,12/23/2020,3/24/2021,Computer Systems Analyst III,10.12,41,14.27,547.170163
1787,Jakubowski-Ward,n/a,10/20/2020,1/19/2021,Project Manager,28.82,42,40.92,547.6314523
1850,Eichmann-Bayer,Business Services,11/15/2020,2/14/2021,Sales Associate,20.68,33,27.50,547.7697387
1578,Stark-Fahey,Environmental Services,8/10/2020,11/9/2020,Actuary,13.06,32,17.24,548.882292
1631,"Rempel, Blanda and Jaskolski",Biotechnology: Laboratory Analytical Instruments,8/29/2020,11/28/2020,Account Executive,21.6,38,29.81,550.3109078
1958,Zulauf Group,Oil Refining/Marketing,12/18/2020,3/19/2021,Internal Auditor,7.96,40,11.14,550.474627
1713,Turner-Satterfield,EDP Services,9/24/2020,12/24/2020,Desktop Support Technician,18.04,44,25.98,550.8251587
1486,Littel-Hammes,n/a,7/4/2020,10/3/2020,Human Resources Assistant III,15.56,41,21.94,551.0388056
1160,"Gaylord, Schimmel and Kirlin",Agricultural Chemicals,3/3/2020,6/2/2020,Social Worker,13.68,44,19.70,551.5799882
1108,Mayer Inc,Electric Utilities: Central,2/8/2020,5/9/2020,Staff Accountant I,20.42,23,25.12,551.7322351
1416,Douglas-Gusikowski,Banks,6/7/2020,9/7/2020,Developer II,9.28,44,13.36,552.9429598
1690,Corwin and Sons,Investment Managers,9/16/2020,12/17/2020,Accounting Assistant II,18.57,33,24.70,553.4481699
1570,Kerluke LLC,n/a,8/7/2020,11/7/2020,Help Desk Technician,9.13,38,12.60,553.8823664
1344,Reynolds-Donnelly,n/a,5/9/2020,8/9/2020,Teacher,23.27,36,31.65,554.5046354
1954,Sanford and Sons,Computer Software: Prepackaged Software,12/18/2020,3/20/2021,Clinical Specialist,19.14,36,26.03,556.0683541
1521,"Jaskolski, Schowalter and Heathcote",Biotechnology: Biological Products (No Diagnostic Substances),7/20/2020,10/20/2020,GIS Technical Architect,27.57,45,39.98,557.7290132
1953,Weber-Hayes,n/a,12/17/2020,3/19/2021,Speech Pathologist,20.92,24,25.94,557.7646219
1849,Donnelly Inc,n/a,11/15/2020,2/15/2021,Sales Associate,26.27,30,34.15,557.9601902
1134,"Carter, Cremin and Lynch",Computer Software: Prepackaged Software,2/20/2020,5/23/2020,Assistant Manager,22.63,28,28.97,558.2746464
1276,Romaguera and Sons,n/a,4/16/2020,7/18/2020,Web Designer III,21.78,32,28.75,558.5008544
1979,Erdman Group,Trucking Freight/Courier Services,12/26/2020,3/29/2021,Teacher,21.63,29,27.90,558.7884936
1913,Stoltenberg and Sons,Packaged Foods,12/4/2020,3/7/2021,Physical Therapy Assistant,26.83,33,35.68,559.42456
1233,"Rogahn, Botsford and Maggio",Semiconductors,4/2/2020,7/4/2020,Project Manager,8.44,23,10.38,560.3397299
1352,Mohr LLC,Major Pharmaceuticals,5/11/2020,8/12/2020,Help Desk Operator,11.14,29,14.37,560.8608136
1574,Zboncak Group,Electric Utilities: Central,8/8/2020,11/9/2020,Director of Sales,22.04,30,28.65,562.2017709
1006,O'Keefe LLC,Computer Communications Equipment,1/3/2020,4/5/2020,Web Developer IV,16.9,40,23.66,562.2318508
1191,Krajcik and Sons,Investment Managers,3/15/2020,6/16/2020,Nurse Practicioner,23.59,37,32.32,563.3419251
1095,Collins-Fay,Semiconductors,2/5/2020,5/9/2020,Staff Scientist,9.34,45,13.54,564.2687019
1013,Steuber-Mann,Computer Software: Prepackaged Software,1/5/2020,4/8/2020,Professor,14.28,28,18.28,564.3075301
1960,Gaylord Inc,Agricultural Chemicals,12/19/2020,3/23/2021,Account Representative IV,9.33,34,12.50,565.7893762
1755,"Davis, Lebsack and Ward",Engineering & Construction,10/10/2020,1/12/2021,Accounting Assistant II,10.81,40,15.13,566.5135741
1471,Kuvalis-Gleason,EDP Services,6/29/2020,10/1/2020,Project Manager,21.39,35,28.88,567.4515634
1964,West-Kuhn,Major Pharmaceuticals,12/20/2020,3/24/2021,Administrative Assistant II,27.99,45,40.59,567.6415346
1783,Rutherford and Sons,Major Pharmaceuticals,10/20/2020,1/22/2021,Research Associate,19.56,36,26.60,568.5315474
1612,Boyle-Sipes,Oil & Gas Production,8/20/2020,11/22/2020,Community Outreach Specialist,24.12,21,29.19,568.8736124
1128,Pagac Inc,n/a,2/15/2020,5/19/2020,Payment Adjustment Coordinator,29.37,34,39.36,569.6353402
1027,Schaefer-Volkman,Real Estate Investment Trusts,1/9/2020,4/12/2020,Account Coordinator,18.02,22,21.98,569.6652208
1458,"Leuschke, Conroy and Bayer",Real Estate Investment Trusts,6/25/2020,9/28/2020,Account Coordinator,18.94,24,23.49,571.4899008
1201,Kub Inc,n/a,3/19/2020,6/22/2020,Software Consultant,18.11,44,26.08,571.8862124
1586,"Douglas, Luettgen and Witting",Major Chemicals,8/12/2020,11/15/2020,Sales Representative,19.59,32,25.86,573.0398079
1497,Hermiston Group,n/a,7/7/2020,10/10/2020,Administrative Assistant IV,27.56,37,37.76,573.7392117
1141,"Mante, Wolf and Boyer",Investment Managers,2/23/2020,5/28/2020,GIS Technical Architect,26.79,44,38.58,574.7120235
1869,Jast LLC,Life Insurance,11/20/2020,2/24/2021,Dental Hygienist,9.05,30,11.77,576.7251692
1254,Lesch-Hintz,Diversified Electronic Products,4/7/2020,7/12/2020,Health Coach III,13.88,29,17.91,576.9133083
1674,"Collier, Kilback and White",Professional Services,9/11/2020,12/16/2020,Administrative Assistant II,10.6,31,13.89,577.6614319
1350,Jast Group,Containers/Packaging,5/11/2020,8/15/2020,Geologist IV,9.24,21,11.18,579.8426075
1766,Klein-Schmitt,Oil & Gas Production,10/14/2020,1/18/2021,Structural Analysis Engineer,23.17,23,28.50,579.9838468
1163,Cartwright LLC,Investment Managers,3/5/2020,6/9/2020,Senior Quality Engineer,13.35,29,17.22,581.2218406
1425,"Fritsch, Terry and Lindgren",n/a,6/12/2020,9/16/2020,Recruiting Manager,11.19,30,14.55,581.3898147
1120,Steuber-Paucek,Computer Manufacturing,2/13/2020,5/19/2020,Quality Engineer,14.09,45,20.43,581.7280761
1761,"Jacobs, Schimmel and Spinka",Real Estate Investment Trusts,10/13/2020,1/18/2021,Administrative Officer,24.35,41,34.33,583.0563627
1076,Luettgen LLC,Industrial Machinery/Components,1/27/2020,5/3/2020,Accounting Assistant IV,22.94,41,32.35,583.497931
1853,McGlynn-Runolfsdottir,n/a,11/16/2020,2/21/2021,Paralegal,16.4,38,22.63,584.0193972
1885,Volkman LLC,Oil & Gas Production,11/25/2020,3/2/2021,Recruiter,16.35,38,22.56,584.7654401
1144,Jacobson Group,n/a,2/24/2020,5/31/2020,Senior Developer,19.34,40,27.08,584.9653408
1966,Feil-Wilderman,Marine Transportation,12/21/2020,3/28/2021,Budget/Accounting Analyst II,8.3,44,11.95,585.0762085
1603,Nolan-Bednar,n/a,8/18/2020,11/23/2020,Tax Accountant,7.99,40,11.19,585.1898578
1138,"Homenick, Schoen and Schulist",Electrical Products,2/21/2020,5/28/2020,Editor,17.79,39,24.73,585.3911039
1044,Trantow Group,Biotechnology: In Vitro & In Vivo Diagnostic Substances,1/15/2020,4/21/2020,Human Resources Manager,21.81,24,27.04,585.5437024
1126,"Dare, Harvey and Pfannerstill",Oil & Gas Production,2/15/2020,5/22/2020,VP Accounting,22.08,21,26.72,586.0145207
1285,Nicolas-Bernier,Major Banks,4/18/2020,7/24/2020,Software Test Engineer IV,28.5,24,35.34,587.5248186
1576,Kling Group,n/a,8/9/2020,11/14/2020,Accountant II,16.91,22,20.63,587.7594539
1565,Schamberger-Borer,Major Banks,8/5/2020,11/10/2020,General Manager,12.51,20,15.01,587.7714592
1730,Fahey Inc,Restaurants,9/30/2020,1/6/2021,Administrative Assistant I,12.97,45,18.81,588.6437036
1106,Torp Group,n/a,2/8/2020,5/16/2020,VP Marketing,14.16,34,18.97,589.4425806
1989,Goodwin-Gleason,Restaurants,12/28/2020,4/5/2021,Accounting Assistant I,15.53,44,22.36,591.621309
1589,"Kuhn, Steuber and Denesik",Aerospace,8/14/2020,11/20/2020,Help Desk Operator,20.66,22,25.21,592.1542112
